,CODI EOI,NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,CODI INE,MUNICIPI,CODI COMARCA,NOM COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,Georeferència 
17219,8245012,Santa Coloma de Gramenet,09/02/2023,12,NOX,µg/m3,background,urban,8245,Santa Coloma de Gramenet,13,Barcelonès,6.0,5.0,4.0,4.0,4.0,10.0,22.0,31.0,108.0,90.0,15.0,12.0,13.0,11.0,12.0,13.0,13.0,17.0,20.0,41.0,55.0,62.0,107.0,97.0,23,41.447422,2.209497,POINT (2.209497 41.447422)
22240,43148028,Tarragona (Parc de la Ciutat),26/01/2023,14,O3,µg/m3,background,urban,43148,Tarragona,36,Tarragonès,36.0,20.0,26.0,25.0,12.0,7.0,1.0,1.0,1.0,2.0,20.0,39.0,53.0,55.0,56.0,61.0,62.0,53.0,27.0,2.0,8.0,1.0,2.0,21.0,13,41.1174,1.2417027,POINT (1.2417027 41.1174)
22321,8187012,Sabadell,26/01/2023,12,NOX,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,14.0,9.0,8.0,8.0,13.0,41.0,70.0,66.0,71.0,99.0,80.0,76.0,68.0,54.0,58.0,72.0,69.0,109.0,130.0,132.0,75.0,73.0,55.0,38.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
5690,8019054,Barcelona (Parc Vall Hebron),12/03/2023,14,O3,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,42.0,54.0,49.0,47.0,45.0,23.0,27.0,30.0,46.0,58.0,64.0,67.0,73.0,74.0,71.0,70.0,69.0,67.0,61.0,47.0,22.0,4.0,12.0,18.0,136,41.42611,2.1480017,POINT (2.1480017 41.42611)
9201,17079003,Girona (Escola de Música),03/03/2023,6,CO,mg/m3,traffic,urban,17079,Girona,20,Gironès,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,73,41.97638,2.8165,POINT (2.8165 41.97638)
19397,8019058,Barcelona (Observatori Fabra),03/02/2023,10,PM10,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,20.0,17.0,16.0,16.0,16.0,13.0,12.0,14.0,19.0,16.0,19.0,23.0,16.0,18.0,29.0,43.0,34.0,27.0,23.0,17.0,16.0,19.0,19.0,16.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
12460,8187012,Sabadell,22/02/2023,10,PM10,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,24.0,22.0,21.0,19.0,17.0,18.0,27.0,29.0,32.0,40.0,46.0,47.0,51.0,,,,,,,,29.0,31.0,25.0,25.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
2488,17184001,Santa Pau,21/03/2023,7,NO,µg/m3,background,rural,17184,Santa Pau,19,Garrotxa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,42.14328,2.5102024,
16618,8263007,Sant Vicenç dels Horts,11/02/2023,1,SO2,µg/m3,industrial,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,16.0,14.0,27.0,30.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,41.400845,1.9997202,POINT (1.9997202 41.400845)
779,43148003,Tarragona (Bonavista),25/03/2023,1,SO2,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,41.11591,1.1919986,
18609,8102005,Igualada,05/02/2023,10,PM10,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,16.0,12.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,9.0,7.0,9.0,10.0,8.0,8.0,9.0,7.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
22610,17013001,Begur,25/01/2023,7,NO,µg/m3,background,rural,17013,Begur,10,Baix Empordà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
5760,8194008,Sant Adrià de Besòs,12/03/2023,8,NO2,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,56.0,41.0,38.0,40.0,33.0,38.0,34.0,31.0,28.0,7.0,3.0,4.0,7.0,5.0,5.0,6.0,9.0,4.0,12.0,9.0,10.0,13.0,45.0,47.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
6703,8102005,Igualada,10/03/2023,1,SO2,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,5.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
7463,17001002,Agullana,08/03/2023,14,O3,µg/m3,background,rural,17001,Agullana,2,Alt Empordà,58.0,57.0,53.0,48.0,48.0,45.0,45.0,37.0,39.0,56.0,64.0,62.0,,,,45.0,59.0,64.0,63.0,54.0,43.0,44.0,53.0,53.0,214,42.392002,2.8420997,POINT (2.8420997 42.392002)
9894,8307012,Vilanova i la Geltrú,01/03/2023,7,NO,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,,,,,,,,,,,,,,,,,,,,,,,,,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
4473,8019050,Barcelona (Ciutadella),16/03/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,1.0,1.0,2.0,15.0,38.0,62.0,45.0,,,8.0,12.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,41.386406,2.1873982,
6405,8307012,Vilanova i la Geltrú,10/03/2023,1,SO2,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
13727,8125002,Montcada i Reixac,18/02/2023,8,NO2,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,64.0,62.0,58.0,53.0,50.0,46.0,47.0,49.0,53.0,61.0,69.0,66.0,57.0,70.0,49.0,33.0,22.0,33.0,72.0,72.0,69.0,76.0,66.0,64.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
20945,8279011,Terrassa,30/01/2023,10,PM10,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,7.0,8.0,8.0,7.0,7.0,8.0,8.0,12.0,17.0,15.0,13.0,15.0,14.0,12.0,13.0,15.0,16.0,18.0,20.0,19.0,17.0,15.0,13.0,10.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
22619,8305006,Vilafranca del Penedès,25/01/2023,12,NOX,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,16.0,23.0,9.0,8.0,9.0,10.0,13.0,23.0,32.0,28.0,23.0,16.0,11.0,7.0,7.0,10.0,5.0,10.0,19.0,42.0,58.0,64.0,46.0,18.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
7297,25119002,Juneda (Pla del Molí),08/03/2023,12,NOX,µg/m3,background,rural,25119,Juneda,18,Garrigues,14.0,27.0,18.0,14.0,14.0,13.0,16.0,18.0,23.0,27.0,11.0,8.0,7.0,8.0,9.0,10.0,8.0,10.0,19.0,25.0,26.0,21.0,7.0,8.0,255,41.544083,0.8299007,POINT (0.8299007 41.544083)
17359,25209001,Sort,09/02/2023,14,O3,µg/m3,background,rural,25209,Sort,26,Pallars Sobirà,60.0,54.0,47.0,44.0,31.0,27.0,24.0,17.0,20.0,34.0,54.0,72.0,80.0,78.0,77.0,76.0,75.0,67.0,40.0,40.0,27.0,22.0,18.0,19.0,692,42.405407,1.1299014,POINT (1.1299014 42.405407)
24858,25196001,Montsec,19/01/2023,12,NOX,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
24486,8245012,Santa Coloma de Gramenet,20/01/2023,12,NOX,µg/m3,background,urban,8245,Santa Coloma de Gramenet,13,Barcelonès,9.0,7.0,10.0,10.0,21.0,49.0,74.0,110.0,183.0,183.0,146.0,113.0,62.0,36.0,26.0,32.0,33.0,31.0,32.0,44.0,98.0,110.0,99.0,87.0,23,41.447422,2.209497,POINT (2.209497 41.447422)
7241,8019004,Barcelona (Poblenou),08/03/2023,12,NOX,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,17.0,17.0,22.0,29.0,31.0,35.0,33.0,66.0,101.0,123.0,99.0,52.0,41.0,28.0,34.0,35.0,56.0,57.0,53.0,54.0,83.0,124.0,67.0,62.0,3,41.40388,2.204501,POINT (2.204501 41.40388)
1923,43148022,Tarragona (Universitat Laboral),22/03/2023,8,NO2,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,32.0,18.0,25.0,14.0,11.0,23.0,21.0,37.0,43.0,25.0,8.0,9.0,6.0,3.0,11.0,9.0,7.0,4.0,4.0,4.0,3.0,4.0,3.0,9.0,5,41.103706,1.2007992,
1881,43148022,Tarragona (Universitat Laboral),23/03/2023,12,NOX,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,10.0,12.0,12.0,11.0,12.0,16.0,35.0,52.0,60.0,36.0,16.0,14.0,3.0,3.0,7.0,4.0,7.0,14.0,10.0,10.0,18.0,24.0,39.0,33.0,5,41.103706,1.2007992,
8002,25196001,Montsec,06/03/2023,1,SO2,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
5066,8205002,Sant Cugat del Vallès,14/03/2023,12,NOX,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,3.0,5.0,5.0,4.0,5.0,7.0,10.0,22.0,26.0,15.0,12.0,14.0,12.0,11.0,9.0,9.0,12.0,11.0,12.0,31.0,24.0,30.0,19.0,11.0,113,41.476814,2.0889983,
5561,8089005,Gavà,13/03/2023,12,NOX,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,15.0,17.0,18.0,15.0,14.0,15.0,22.0,43.0,61.0,74.0,14.0,,,,12.0,9.0,10.0,10.0,9.0,10.0,11.0,13.0,29.0,7.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
20184,8089005,Gavà,01/02/2023,30,C6H6,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,1.1,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.7,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
14800,8301004,Viladecans - Atrium,16/02/2023,1,SO2,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14,41.31335,2.0136087,POINT (2.0136087 41.31335)
19658,8102005,Igualada,02/02/2023,14,O3,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,18.0,12.0,13.0,9.0,4.0,3.0,1.0,1.0,2.0,3.0,11.0,28.0,39.0,49.0,49.0,50.0,54.0,42.0,34.0,25.0,21.0,19.0,18.0,16.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
15764,17125001,Pardines,13/02/2023,14,O3,µg/m3,background,rural,17125,Pardines,31,Ripollès,93.0,91.0,86.0,85.0,85.0,85.0,83.0,85.0,83.0,79.0,74.0,84.0,93.0,98.0,98.0,101.0,101.0,95.0,84.0,79.0,80.0,79.0,79.0,80.0,1226,42.31196,2.2130551,POINT (2.2130551 42.31196)
23008,8019050,Barcelona (Ciutadella),24/01/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,12.0,7.0,10.0,12.0,5.0,7.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,7,41.386406,2.1873982,POINT (2.1873982 41.386406)
20832,8019057,Barcelona (Palau Reial),30/01/2023,6,CO,mg/m3,background,urban,8019,Barcelona,13,Barcelonès,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
3746,8196001,Sant Andreu de la Barca,18/03/2023,7,NO,µg/m3,traffic,suburban,8196,Sant Andreu de la Barca,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,4.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,7.0,40,41.4508,1.9748996,
10933,43171002,Vila-seca (IES Vila-seca),26/02/2023,11,PM1,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
6783,8157003,Pallejà (Roca de Vilana),09/03/2023,1,SO2,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,41.41528,1.9905012,POINT (1.9905012 41.41528)
22814,17184001,Santa Pau,25/01/2023,14,O3,µg/m3,background,rural,17184,Santa Pau,19,Garrotxa,19.0,38.0,43.0,29.0,34.0,49.0,42.0,26.0,19.0,18.0,28.0,50.0,64.0,75.0,77.0,75.0,65.0,55.0,35.0,34.0,38.0,31.0,25.0,23.0,496,42.14328,2.5102024,POINT (2.5102024 42.14328)
11148,8112003,Manlleu,25/02/2023,8,NO2,µg/m3,background,suburban,8112,Manlleu,24,Osona,19.0,23.0,19.0,19.0,19.0,19.0,20.0,19.0,18.0,21.0,18.0,25.0,24.0,23.0,19.0,13.0,13.0,14.0,20.0,25.0,20.0,18.0,13.0,13.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
20851,8279011,Terrassa,30/01/2023,7,NO,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,2.0,2.0,1.0,1.0,1.0,3.0,6.0,23.0,22.0,16.0,9.0,5.0,8.0,9.0,6.0,10.0,9.0,16.0,8.0,8.0,9.0,6.0,4.0,1.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
8006,17013001,Begur,06/03/2023,14,O3,µg/m3,background,rural,17013,Begur,10,Baix Empordà,92.0,96.0,90.0,79.0,76.0,74.0,70.0,70.0,70.0,72.0,75.0,81.0,84.0,91.0,92.0,94.0,95.0,94.0,93.0,96.0,92.0,94.0,93.0,90.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
1436,8019004,Barcelona (Poblenou),24/03/2023,12,NOX,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,30.0,51.0,48.0,43.0,37.0,38.0,52.0,83.0,108.0,139.0,148.0,102.0,65.0,75.0,93.0,55.0,17.0,10.0,12.0,9.0,16.0,18.0,21.0,34.0,3,41.40388,2.204501,
12873,17013001,Begur,21/02/2023,10,PM10,µg/m3,background,rural,17013,Begur,10,Baix Empordà,14.0,15.0,17.0,15.0,17.0,20.0,21.0,20.0,22.0,28.0,41.0,39.0,36.0,30.0,25.0,20.0,18.0,15.0,17.0,17.0,15.0,18.0,20.0,19.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
2818,8279011,Terrassa,20/03/2023,14,O3,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,43.0,51.0,49.0,51.0,52.0,43.0,26.0,16.0,12.0,37.0,43.0,48.0,60.0,63.0,71.0,89.0,91.0,77.0,64.0,65.0,49.0,44.0,48.0,64.0,109,41.556114,2.0073977,
1334,8124009,Mollet del Vallès,24/03/2023,12,NOX,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,75.0,46.0,51.0,50.0,83.0,132.0,219.0,314.0,232.0,152.0,85.0,28.0,17.0,30.0,25.0,20.0,20.0,31.0,50.0,54.0,81.0,111.0,116.0,96.0,90,41.549183,2.2120984,
6696,8102005,Igualada,10/03/2023,8,NO2,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,5.0,5.0,4.0,4.0,4.0,6.0,7.0,18.0,16.0,9.0,12.0,15.0,9.0,7.0,7.0,6.0,7.0,9.0,15.0,11.0,10.0,9.0,9.0,7.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
8104,8196001,Sant Andreu de la Barca,06/03/2023,10,PM10,µg/m3,traffic,suburban,8196,Sant Andreu de la Barca,11,Baix Llobregat,17.0,16.0,18.0,17.0,18.0,18.0,21.0,26.0,37.0,33.0,50.0,47.0,30.0,43.0,25.0,22.0,23.0,18.0,19.0,26.0,21.0,21.0,21.0,19.0,40,41.4508,1.9748996,POINT (1.9748996 41.4508)
7493,8169008,El Prat de Llobregat (Jardins de la Pau),07/03/2023,8,NO2,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,57.0,54.0,53.0,45.0,44.0,42.0,45.0,53.0,49.0,42.0,,,38.0,28.0,18.0,14.0,15.0,18.0,20.0,24.0,26.0,34.0,49.0,56.0,5,41.321487,2.0977015,POINT (2.0977015 41.321487)
7867,8112003,Manlleu,06/03/2023,1,SO2,µg/m3,background,suburban,8112,Manlleu,24,Osona,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
16223,8101001,L'Hospitalet de Llobregat,12/02/2023,10,PM10,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,35.0,30.0,23.0,23.0,22.0,18.0,22.0,30.0,24.0,36.0,19.0,19.0,25.0,18.0,15.0,16.0,19.0,15.0,16.0,21.0,25.0,24.0,19.0,15.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
1125,8202001,Sant Celoni,25/03/2023,10,PM10,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,29.0,29.0,29.0,18.0,16.0,15.0,20.0,42.0,52.0,36.0,25.0,19.0,27.0,26.0,24.0,21.0,13.0,12.0,12.0,17.0,34.0,32.0,32.0,46.0,145,41.6891,2.495701,
4706,8305006,Vilafranca del Penedès,15/03/2023,7,NO,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,192,41.346813,1.6865987,
20208,8187012,Sabadell,01/02/2023,10,PM10,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,19.0,19.0,15.0,12.0,15.0,17.0,22.0,32.0,42.0,27.0,33.0,38.0,34.0,19.0,14.0,20.0,23.0,28.0,42.0,51.0,44.0,30.0,27.0,23.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
9689,8307012,Vilanova i la Geltrú,01/03/2023,1,SO2,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,,,,,,,,,,,,,,,,,,,,,,,,,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
24596,25172001,Ponts,20/01/2023,14,O3,µg/m3,background,rural,25172,Ponts,23,Noguera,56.0,51.0,47.0,50.0,44.0,27.0,13.0,9.0,4.0,8.0,19.0,43.0,55.0,61.0,66.0,68.0,68.0,67.0,44.0,26.0,16.0,5.0,11.0,14.0,370,41.906708,1.1930013,POINT (1.1930013 41.906708)
21202,8263001,Sant Vicenç dels Horts (Ribot),29/01/2023,8,NO2,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,28.0,25.0,30.0,33.0,37.0,27.0,22.0,21.0,24.0,23.0,13.0,12.0,13.0,12.0,13.0,13.0,16.0,27.0,34.0,42.0,36.0,40.0,46.0,49.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
12410,8205002,Sant Cugat del Vallès,22/02/2023,7,NO,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,1.0,1.0,1.0,1.0,1.0,1.0,11.0,27.0,39.0,47.0,50.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,7.0,4.0,1.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
12412,8019057,Barcelona (Palau Reial),22/02/2023,1,SO2,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
1605,17079003,Girona (Escola de Música),23/03/2023,1,SO2,µg/m3,traffic,urban,17079,Girona,20,Gironès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,41.97638,2.8165,
18126,43103001,Perafort (Puigdelfí),06/02/2023,10,PM10,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,12.0,14.0,14.0,11.0,10.0,9.0,6.0,7.0,11.0,15.0,19.0,29.0,23.0,7.0,7.0,13.0,14.0,12.0,10.0,22.0,18.0,21.0,19.0,9.0,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
22493,8194008,Sant Adrià de Besòs,26/01/2023,10,PM10,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,23.0,17.0,16.0,18.0,19.0,14.0,16.0,21.0,29.0,31.0,24.0,21.0,17.0,11.0,17.0,17.0,16.0,17.0,25.0,31.0,32.0,40.0,41.0,36.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
18738,8121013,Mataró,05/02/2023,1,SO2,µg/m3,background,urban,8121,Mataró,21,Maresme,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,40,41.547176,2.4432983,POINT (2.4432983 41.547176)
5109,8301004,Viladecans - Atrium,14/03/2023,1,SO2,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14,41.31335,2.0136087,
487,8019057,Barcelona (Palau Reial),26/03/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,41.38749,2.1151996,
20093,8205002,Sant Cugat del Vallès,01/02/2023,8,NO2,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,45.0,37.0,36.0,36.0,31.0,33.0,36.0,46.0,57.0,45.0,32.0,21.0,,10.0,10.0,11.0,14.0,33.0,56.0,79.0,77.0,69.0,58.0,48.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
5478,25196001,Montsec,13/03/2023,7,NO,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
17584,8125002,Montcada i Reixac,08/02/2023,6,CO,mg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.4,0.4,0.4,0.3,0.4,0.4,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
22510,8205002,Sant Cugat del Vallès,26/01/2023,8,NO2,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,31.0,27.0,21.0,19.0,20.0,24.0,33.0,41.0,44.0,39.0,29.0,13.0,11.0,11.0,11.0,13.0,15.0,39.0,61.0,61.0,50.0,44.0,43.0,39.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
7450,8101001,L'Hospitalet de Llobregat,08/03/2023,8,NO2,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,22.0,17.0,35.0,54.0,55.0,49.0,37.0,59.0,73.0,51.0,37.0,24.0,13.0,13.0,18.0,23.0,24.0,25.0,46.0,60.0,61.0,56.0,51.0,60.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
21547,8114006,Martorell,28/01/2023,7,NO,µg/m3,background,suburban,8114,Martorell,11,Baix Llobregat,30.0,19.0,18.0,14.0,14.0,13.0,20.0,25.0,17.0,25.0,24.0,5.0,6.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,78,41.475384,1.9212021,POINT (1.9212021 41.475384)
6101,43148003,Tarragona (Bonavista),11/03/2023,7,NO,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
273,8074005,Cubelles (Poliesportiu),27/03/2023,12,NOX,µg/m3,background,suburban,8074,Cubelles,17,Garraf,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,5,41.202198,1.6722002,
19639,43148001,Tarragona (Sant Salvador),02/02/2023,65,H2S,µg/m3,traffic,suburban,43148,Tarragona,36,Tarragonès,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.2,1.3,1.1,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,77,41.15951,1.2396973,POINT (1.2396973 41.15951)
